Date,Open,High,Low,Close,CO1 Comdty - Open Interest,SMAVG (15),,
29-08-2018,75.99,77.42,75.67,77.14,88280,251464,,0.015546724
30-08-2018,77.33,78.03,77.18,77.77,44719,229082,,0.0081338
31-08-2018,77.53,77.79,77,77.42,37338,207540,,-0.004510608
03-09-2018,77.69,78.44,77.3,78.15,492697,217112,,0.009384912
04-09-2018,78.19,79.72,77.44,78.17,460796,225922,,0.000255885
05-09-2018,77.82,78.09,76.91,77.27,437953,233676,,-0.01158016
06-09-2018,77.02,77.77,75.64,76.5,428388,242367,,-0.010015041
07-09-2018,76.69,77.1,75.88,76.83,421386,251496,,0.004304448
10-09-2018,77.08,77.92,76.9,77.37,411119,261402,,0.00700392
11-09-2018,77.38,79.54,77.36,79.06,399601,271766,,0.021607949
12-09-2018,79.42,80.13,78.75,79.74,383157,282071,,0.008564284
13-09-2018,79.6,79.71,77.87,78.18,352236,292664,,-0.019757482
14-09-2018,78.45,78.94,77.37,78.09,325339,303719,,-0.001151853
17-09-2018,78.07,78.9,77.73,78.05,307701,314425,,-0.000512361
18-09-2018,77.78,79.73,77.46,79.03,293128,325589,,0.01247788
19-09-2018,78.97,79.5,78.51,79.4,253915,336632,,0.004670841
20-09-2018,79.44,79.83,78.51,78.7,215643,348026,,-0.008855213
21-09-2018,78.67,80.12,78.23,78.8,180398,357564,,0.001269841
24-09-2018,78.97,81.48,78.97,81.2,177443,336547,,0.03000225
25-09-2018,81.35,82.55,81.17,81.87,124949,314157,,0.008217376
26-09-2018,81.45,82.22,81.1,81.34,105712,292008,,-0.006494723
27-09-2018,81.8,82.44,81.32,81.72,52349,266938,,0.004660869
28-09-2018,81.63,82.87,81.6,82.72,46263,241930,,0.012162641
01-10-2018,82.79,85.45,82.55,84.98,585925,253584,,0.026954524
02-10-2018,84.95,85.38,84.31,84.8,564273,264562,,-0.002120392
03-10-2018,84.79,86.74,84.01,86.29,554769,276003,,0.017418174
04-10-2018,85.99,86.43,84.14,84.58,541125,288595,,-0.020015884
05-10-2018,84.89,85.12,83.92,84.16,514507,301207,,-0.004978083
08-10-2018,84.17,84.31,82.66,83.91,508873,314618,,-0.002974953
09-10-2018,83.91,85.45,83.73,85,510411,329104,,0.012906461
10-10-2018,84.98,85.17,82.26,83.09,484386,344468,,-0.022726899
11-10-2018,82.47,82.63,79.8,80.26,456089,360498,,-0.034652993
12-10-2018,80.28,81.48,79.23,80.43,432933,377334,,0.002115876
15-10-2018,81,81.92,79.85,80.78,413319,393059,,0.004342169
16-10-2018,80.88,81.75,79.8,81.41,397768,411247,,0.007768705
17-10-2018,81.74,81.85,79.17,80.05,384728,429848,,-0.016846676
18-10-2018,80.23,80.31,78.69,79.29,375068,451362,,-0.009539422
19-10-2018,79.44,80.88,79.22,79.78,342553,471115,,0.006160829
22-10-2018,80.11,80.41,78.99,79.83,307793,452573,,0.000626527
23-10-2018,80.04,80.12,75.88,76.44,238026,430823,,-0.043393254
24-10-2018,76.35,77.57,75.11,76.17,209791,407825,,-0.003538435
25-10-2018,75.67,77.08,75.35,76.89,193137,384625,,0.009408145
26-10-2018,76.6,77.91,75.77,77.62,145716,360039,,0.009449297
29-10-2018,77.64,78.03,76.55,77.34,124424,334409,,-0.00361384
30-10-2018,76.82,77.32,75.09,75.91,83868,305973,,-0.018662858
31-10-2018,76.28,76.92,75.42,75.47,67516,278182,,-0.005813202
01-11-2018,74.69,74.99,72.56,72.89,494632,280751,,-0.034783771
02-11-2018,72.75,73.5,72.16,72.83,477269,283707,,-0.000823497
05-11-2018,72.85,74.13,72.26,73.17,466233,287235,,0.004657543
06-11-2018,72.85,73.28,71.18,72.13,440090,290056,,-0.014315454
07-11-2018,71.66,73.55,71.36,72.07,410028,291743,,-0.000832178
08-11-2018,72.1,73.08,70.56,70.65,384383,292364,,-0.01989976
09-11-2018,70.87,70.99,69.13,70.18,367649,294037,,-0.006674739
12-11-2018,70.69,71.88,68.87,70.12,355596,297224,,-0.00085531
13-11-2018,69.13,69.68,64.61,65.47,332658,303533,,-0.068616038
14-11-2018,65.62,67.63,65.02,66.12,301972,309678,,0.00987925
15-11-2018,66.12,67.42,65.77,66.62,282674,315647,,0.00753356
16-11-2018,66.68,68.38,66.06,66.76,269272,323884,,0.002099266
19-11-2018,66.99,67.64,65.27,66.79,258333,332812,,0.00044927
20-11-2018,66.9,66.9,61.71,62.53,262983,344753,,-0.065906927
21-11-2018,62.6,64.48,62.56,63.48,242248,356401,,0.015078454
22-11-2018,63.6,63.81,62.27,62.6,228951,338689,,-0.013959618
23-11-2018,62.58,62.79,58.41,58.8,210988,320937,,-0.062623423
26-11-2018,58.98,61.13,58.6,60.48,180563,301893,,0.028170877
27-11-2018,60.39,61.4,58.92,60.21,121093,280626,,-0.00447428
28-11-2018,60.63,61.27,58.55,58.76,103909,260218,,-0.0243771
29-11-2018,59.12,60.37,57.5,59.51,68839,239182,,0.012683014
30-11-2018,59.28,59.93,58.25,58.71,60010,218673,,-0.013534296
03-12-2018,59.98,62.6,59.85,61.69,401319,221721,,0.049511773
04-12-2018,61.9,63.58,61.24,62.08,387209,225358,,0.006302033
05-12-2018,61.35,63.29,60.8,61.56,374850,230216,,-0.008411567
06-12-2018,61.36,61.97,58.36,60.06,358339,235260,,-0.024668246
07-12-2018,60.25,63.73,59.1,61.67,354032,240911,,0.026453526
10-12-2018,61.34,62.33,59.61,59.97,355816,247410,,-0.027953152
11-12-2018,59.91,61.1,59.58,60.2,356064,253615,,0.003827915
12-12-2018,60.67,61.43,59.98,60.15,342783,260318,,-0.00083091
13-12-2018,60.29,62.02,59.33,61.45,323785,266640,,0.021382394
14-12-2018,61.53,61.58,59.92,60.28,305864,272965,,-0.019223462
17-12-2018,60.25,61.21,58.64,59.61,286411,280022,,-0.011177029
18-12-2018,59,59.24,55.89,56.26,247883,288474,,-0.057839542
19-12-2018,56.51,58.11,56.04,57.24,194563,294518,,0.017269152
20-12-2018,56.49,56.75,54.28,54.35,165800,300982,,-0.051808341
21-12-2018,54.97,55.33,52.79,53.82,109100,304255,,-0.009799468
24-12-2018,53.49,54.66,50.36,50.47,94251,283783,,-0.064266045
26-12-2018,50.84,55.29,49.93,54.47,80651,263346,,0.076270991
27-12-2018,54.65,54.67,51.94,52.16,47706,241537,,-0.043334174
28-12-2018,53.44,53.8,51.6,52.2,43746,220564,,0.000766577
31-12-2018,53,54.82,52.66,53.8,492814,229816,,0.030190972
02-01-2019,54.12,56.56,52.51,54.91,499715,239409,,0.020422014
03-01-2019,54.29,56.3,53.93,55.95,501313,249092,,0.018762953
04-01-2019,55.67,58.31,55.34,57.06,495064,259244,,0.019644911
07-01-2019,57.41,58.93,57.26,57.33,488207,270206,,0.004720701
08-01-2019,57.64,58.87,57.13,58.72,446902,279608,,0.023956337
09-01-2019,59.15,61.69,59.05,61.44,425796,288901,,0.045280705
10-01-2019,61.15,61.91,60.44,61.68,400147,299052,,0.00389864
11-01-2019,61.19,62.49,60.08,60.48,377813,311268,,-0.019646997
14-01-2019,60.62,61.04,58.9,58.99,362941,324411,,-0.024944794
15-01-2019,59.36,60.86,59.11,60.64,352122,340613,,0.027586803
16-01-2019,60.42,61.45,60.03,61.32,333846,356586,,0.011151313
17-01-2019,61.05,61.54,60.04,61.18,333622,373450,,-0.002285715
18-01-2019,61.33,63,61.32,62.7,314182,391215,,0.024541109
21-01-2019,62.74,63.15,62.25,62.74,310107,408973,,0.000637755
22-01-2019,62.59,62.71,60.57,61.5,272112,394259,,-0.019962028
23-01-2019,61.37,62.33,60.21,61.14,238753,376862,,-0.005870858
24-01-2019,61.02,61.51,60.41,61.09,198934,356703,,-0.00081813
25-01-2019,61.13,61.92,60.7,61.64,170591,335072,,0.008962824
28-01-2019,61.49,61.69,59.49,59.93,115534,310227,,-0.028133796
29-01-2019,59.87,61.79,59.75,61.32,102837,287289,,0.02292884
30-01-2019,61.26,62.67,61.04,61.65,66051,263306,,0.005367176
31-01-2019,61.97,62.32,61.57,61.89,58370,240521,,0.003885386
01-02-2019,61.06,62.97,60.46,62.75,449502,245300,,0.013799962
04-02-2019,62.83,63.63,61.28,62.51,432864,249962,,-0.003832034
05-02-2019,62.64,63.02,61.72,61.98,418746,254403,,-0.008514792
06-02-2019,62.06,62.8,61.05,62.69,411612,259588,,0.011390193
07-02-2019,62.5,62.91,60.6,61.63,400777,264065,,-0.01705318
08-02-2019,61.66,62.36,61.04,62.1,377459,268283,,0.007597224
11-02-2019,62.11,62.34,60.9,61.51,340254,270293,,-0.009546226
12-02-2019,61.59,63.34,61.59,62.42,336305,274573,,0.014685974
13-02-2019,62.7,63.98,62.69,63.61,331419,280750,,0.018884954
14-02-2019,63.69,64.81,63.25,64.57,326790,289274,,0.014979216
15-02-2019,64.86,66.39,64.42,66.25,314223,298850,,0.025685558
18-02-2019,66.39,66.83,65.9,66.5,297958,311011,,0.003766483
19-02-2019,66.44,66.65,65.58,66.45,262530,321657,,-0.000752163
20-02-2019,66.3,67.38,65.63,67.08,221659,332031,,0.009436152
21-02-2019,67.05,67.31,66.69,67.07,180153,340150,,-0.000149087
22-02-2019,66.96,67.73,66.87,67.12,162400,321010,,0.000745212
25-02-2019,66.97,67.47,64.54,64.76,127974,300684,,-0.035793933
26-02-2019,64.79,65.74,64.32,65.21,101393,279527,,0.006924703
27-02-2019,65.64,66.7,65.27,66.39,49746,255403,,0.017933611
28-02-2019,66.38,66.38,65.67,66.03,40486,231383,,-0.005437259
01-03-2019,66.48,67.14,64.59,65.07,419414,234180,,-0.014645571
04-03-2019,64.97,66.34,64.93,65.67,411010,238897,,0.009178587
05-03-2019,65.46,66.23,65.04,65.86,422991,244676,,0.002889077
06-03-2019,65.49,66.18,65.22,65.99,411141,249991,,0.001971938
07-03-2019,65.88,67,65.75,66.3,412640,255715,,0.004686682
08-03-2019,66.08,66.09,64.02,65.74,412629,262275,,-0.008482329
11-03-2019,65.76,66.75,65.63,66.58,404643,269387,,0.012696664
12-03-2019,66.7,67.39,66.34,66.67,401039,278621,,0.001350844
13-03-2019,66.91,67.76,66.7,67.55,384711,289491,,0.013112988
14-03-2019,67.65,68.14,67.03,67.23,376157,302558,,-0.004748488
15-03-2019,67.18,67.71,66.13,67.16,360029,315734,,-0.001041744
18-03-2019,67.14,67.69,66.69,67.54,351164,330613,,0.005642183
19-03-2019,67.49,68.2,67.13,67.61,328548,345757,,0.001035886
20-03-2019,67.66,68.57,67.19,68.5,318608,363681,,0.013077844
21-03-2019,68.38,68.69,67.59,67.86,257580,378154,,-0.009386986
22-03-2019,67.76,67.98,66.2,67.03,235140,365869,,-0.012306479
25-03-2019,67,67.65,66.36,67.21,217707,352982,,0.002681766
26-03-2019,67.36,68.23,67.24,67.97,171594,336222,,0.011244385
27-03-2019,67.9,68.35,67.19,67.83,122566,316984,,-0.002061856
28-03-2019,67.75,68,66.54,67.82,73269,294359,,-0.000147438
29-03-2019,68.01,68.89,67.81,68.39,66084,271256,,0.008369478
01-04-2019,67.58,69.22,67.58,69.01,542963,280477,,0.009024807
02-04-2019,69.22,69.58,68.69,69.37,524645,288718,,0.005203076
03-04-2019,69.47,69.96,68.8,69.31,513571,297308,,-0.000865301
04-04-2019,69.44,70.03,68.87,69.4,507404,306058,,0.001297672
05-04-2019,69.13,70.48,68.92,70.34,490939,314785,,0.01345376
08-04-2019,70.56,71.19,70.43,71.1,469905,322702,,0.01074671
09-04-2019,71.19,71.34,70.3,70.61,445121,330473,,-0.006915559
10-04-2019,70.82,71.78,70.57,71.73,429612,337873,,0.015737293
11-04-2019,71.56,71.68,70.57,70.83,403761,347619,,-0.01262643
12-04-2019,70.95,71.87,70.9,71.55,397564,358447,,0.010113866
15-04-2019,71.55,71.6,70.78,71.18,377547,369103,,-0.005184626
16-04-2019,71.21,71.95,70.74,71.72,372240,382479,,0.007557769
17-04-2019,71.83,72.27,71.45,71.62,349762,397626,,-0.001395284
18-04-2019,71.63,72.04,71.2,71.97,307045,413211,,0.004875001
22-04-2019,71.93,74.52,71.86,74.04,288149,428015,,0.028356122
23-04-2019,74.38,74.73,73.99,74.51,245937,408213,,0.006327857
24-04-2019,74.27,74.73,74.02,74.57,233242,388787,,0.000804937
25-04-2019,74.46,75.6,74,74.35,167848,365738,,-0.002954609
26-04-2019,74.2,74.42,71.3,72.15,142400,341405,,-0.030036388
29-04-2019,71.56,72.5,71.06,72.04,85921,314404,,-0.001525765
30-04-2019,71.94,73.27,71.73,72.8,71638,287852,,0.010494435
01-05-2019,71.73,72.36,71.3,72.18,503678,291756,,-0.008552956
02-05-2019,72,72.22,69.68,70.75,493689,296028,,-0.020010463
03-05-2019,70.48,71.54,69.95,70.85,490758,301828,,0.00141243
06-05-2019,70.59,71.79,68.79,71.24,488274,307875,,0.005489492
07-05-2019,71.15,71.33,69.38,69.88,476257,314456,,-0.019274973
08-05-2019,69.88,70.7,69.33,70.37,461966,320438,,0.006987551
09-05-2019,70.23,70.65,69.4,70.39,446996,326920,,0.000284172
10-05-2019,70.45,71.23,70.18,70.62,416392,334210,,0.003262183
13-05-2019,70.83,72.58,69.72,70.23,392878,341192,,-0.00553782
14-05-2019,70.02,71.65,69.93,71.24,378560,350033,,0.014278888
15-05-2019,70.9,72.25,70.42,71.77,371692,359263,,0.007412103
16-05-2019,72.05,73.36,71.82,72.62,351784,371526,,0.011773805
17-05-2019,72.82,73.23,71.79,72.21,330123,384040,,-0.005661826
20-05-2019,72.5,73.4,71.6,71.97,310759,399030,,-0.003329175
21-05-2019,72.15,72.52,71.63,72.18,288765,413505,,0.002913634
22-05-2019,71.91,72.04,70.42,70.99,267157,397737,,-0.016623977
23-05-2019,70.86,70.97,67.02,67.76,241296,380910,,-0.046566972
24-05-2019,67.99,69.3,67.33,68.69,199176,361472,,0.013631578
27-05-2019,69.15,70.23,68.53,70.11,192343,341743,,0.020461809
28-05-2019,69.99,70.59,69.58,70.11,144605,319633,,0
29-05-2019,70.1,70.1,68.08,69.45,112444,296331,,-0.009458368
30-05-2019,69.68,69.96,66.31,66.87,57133,270340,,-0.037856633
31-05-2019,66.24,66.28,64.37,64.49,50171,245926,,-0.036240263
03-06-2019,61.64,62.84,60.55,61.28,434562,248705,,-0.051056648
04-06-2019,61,62.12,60.21,61.97,443635,253043,,0.011196872
05-06-2019,61.58,62.27,59.45,60.63,446855,258054,,-0.021860577
06-06-2019,60.4,62.43,60.22,61.67,449055,264539,,0.017007769
07-06-2019,62.4,63.59,61.77,63.29,431367,271288,,0.02592975
10-06-2019,63.58,64.1,62.05,62.29,413871,278162,,-0.01592644
11-06-2019,62.3,62.87,62.01,62.29,378735,284160,,0
12-06-2019,61.79,61.85,59.57,59.97,348057,289554,,-0.037956462
13-06-2019,59.94,62.64,59.78,61.31,335267,295818,,0.022098525
14-06-2019,61.25,62.57,60.74,62.01,331594,304646,,0.011352701
17-06-2019,62.07,62.37,60.74,60.94,327240,313639,,-0.017405889
18-06-2019,60.93,62.84,60.25,62.14,305898,324392,,0.01950013
19-06-2019,62.4,62.55,61.4,61.82,280325,335584,,-0.005162967
20-06-2019,62.45,64.82,62.4,64.45,246019,348177,,0.041662793
21-06-2019,64.86,65.76,64,65.2,209933,358828,,0.01156974
24-06-2019,65.5,65.79,64.08,64.86,192089,342663,,-0.005228368
25-06-2019,64.89,65.98,64.17,65.05,155818,323475,,0.002925104
26-06-2019,65.8,66.85,65.6,66.49,136386,302777,,0.021895355
27-06-2019,66.05,66.82,65.63,66.55,104271,279791,,0.000901984
28-06-2019,66.51,66.84,66.08,66.55,97560,257538,,0
01-07-2019,65.05,66.75,64.22,65.06,498707,263193,,-0.022643624
02-07-2019,64.8,65.51,62.22,62.4,480024,269946,,-0.041744646
03-07-2019,62.9,64.01,62.09,63.82,470481,278107,,0.022501345
04-07-2019,63.88,64.07,62.95,63.3,465881,286815,,-0.008181292
05-07-2019,63.27,64.52,62.91,64.23,463509,295609,,0.014585062
08-07-2019,64.34,65.14,63.79,64.11,444816,303448,,-0.001870033
09-07-2019,63.81,64.75,63.76,64.16,421533,311157,,0.000779606
10-07-2019,64.78,67.12,64.63,67.01,400586,319174,,0.043461898
11-07-2019,66.81,67.65,66.43,66.52,375312,327794,,-0.007339208
12-07-2019,66.83,67.29,66.51,66.72,364045,338068,,0.003002104
15-07-2019,66.87,67.47,66.11,66.48,355423,348957,,-0.003603608
16-07-2019,66.31,67.09,63.82,64.35,333532,360804,,-0.032564217
17-07-2019,64.44,65.28,63.22,63.66,314586,372684,,-0.010780512
18-07-2019,63.52,64.46,61.29,61.93,300454,385763,,-0.027551707
19-07-2019,62.5,63.37,61.83,62.47,271528,397361,,0.008681727
22-07-2019,63.05,64.03,62.77,63.26,244759,380431,,0.012566776
23-07-2019,63.26,64.46,62.66,63.83,210779,362482,,0.008970081
24-07-2019,64.13,64.66,62.59,63.18,185399,343476,,-0.010235504
25-07-2019,63.21,64.23,63.01,63.39,170685,323796,,0.003318325
26-07-2019,63.28,63.96,63.01,63.46,112448,300392,,0.001103666
29-07-2019,63.32,63.9,62.92,63.71,83531,276307,,0.00393175
30-07-2019,63.91,65.14,63.9,64.72,50479,251570,,0.015728737
31-07-2019,64.95,65.42,64.95,65.17,43159,227741,,0.006928968
01-08-2019,64.09,64.54,60.02,60.5,440172,232065,,-0.074355875
02-08-2019,61.16,62.95,60.98,61.89,437065,236933,,0.022715251
05-08-2019,61.46,61.56,59.66,59.81,423295,241458,,-0.034185745
06-08-2019,59.56,60.56,58.55,58.94,409799,246543,,-0.014652894
07-08-2019,58.68,59.23,55.88,56.23,377371,250728,,-0.047069555
08-08-2019,57.48,58.01,56.77,57.38,359156,254642,,0.020245388
09-08-2019,57.74,59.1,57.11,58.53,348001,259740,,0.019843633
12-08-2019,58.3,58.88,57.88,58.57,325776,265141,,0.000683177
13-08-2019,58.47,61.5,58,61.3,307694,271602,,0.045557223
14-08-2019,61.07,61.08,58.21,59.48,302728,279424,,-0.030139721
15-08-2019,59.07,59.42,57.67,58.23,307081,288517,,-0.021239436
16-08-2019,58.41,59.5,58.28,58.64,301417,301115,,0.007016372
19-08-2019,58.72,59.92,58.64,59.74,290942,314942,,0.018584755
20-08-2019,59.68,60.32,58.95,60.03,266544,329347,,0.004842624
21-08-2019,60.11,61.41,60.07,60.3,252877,343328,,0.004487666
22-08-2019,60.43,60.89,59.47,59.92,213900,328243,,-0.006321765
23-08-2019,60.11,60.29,58.3,59.34,179903,311099,,-0.009726724
26-08-2019,58.35,60.17,58.24,58.7,168881,294138,,-0.010843888
27-08-2019,58.8,60.17,58.51,59.51,142343,276308,,0.013704639
28-08-2019,60.04,61,59.8,60.49,115439,258845,,0.016333696
29-08-2019,60.48,61.19,59.98,61.08,57569,238740,,0.009706418
30-08-2019,60.98,61.17,60.25,60.43,46552,218643,,-0.01069881
02-09-2019,58.8,59.26,58.1,58.66,491984,229724,,-0.029727607
03-09-2019,58.54,58.87,57.23,58.26,485150,241554,,-0.006842312
04-09-2019,58.17,60.96,58.13,60.7,485441,253735,,0.041027947
05-09-2019,60.49,62.4,60.25,60.95,480848,265319,,0.004110158
06-09-2019,60.81,61.88,59.4,61.54,470476,276590,,0.009633514
09-09-2019,61.6,63,61.57,62.59,447863,287051,,0.016918151
10-09-2019,62.82,63.78,62.17,62.38,441955,298745,,-0.00336081
11-09-2019,62.88,63.27,60.52,60.81,421218,309968,,-0.025490462
12-09-2019,61.16,61.39,58.92,60.38,398311,322262,,-0.007096325
13-09-2019,60.45,60.81,59.6,60.22,382863,335793,,-0.002653401
16-09-2019,66.45,71.95,64.75,69.02,361255,348618,,0.136391795
17-09-2019,68.15,69.26,63.55,64.55,310240,359811,,-0.0669562
18-09-2019,64.23,64.99,63.04,63.6,277865,370639,,-0.014826647
19-09-2019,63.51,65.57,63.46,64.4,258278,384020,,0.012500163
20-09-2019,65,65.28,64.05,64.28,232656,396427,,-0.001865092
23-09-2019,65.23,65.5,63.53,64.77,206589,377401,,0.007593992
24-09-2019,64.4,64.6,62.3,63.1,186486,357490,,-0.026121764
25-09-2019,62.44,62.81,61.23,62.39,144895,334787,,-0.011315763
26-09-2019,62.58,62.92,61.45,62.74,125350,311087,,0.005594197
27-09-2019,62.48,62.75,60.76,61.91,79899,285048,,-0.013317485
30-09-2019,62.24,62.24,60.73,60.78,67352,259681,,-0.01842093
01-10-2019,59.38,60.1,58.41,58.89,543417,266445,,-0.031589491
02-10-2019,59.25,59.5,57.22,57.69,515094,272703,,-0.020587449
03-10-2019,57.54,57.99,56.15,57.71,494112,279090,,0.00034662
04-10-2019,57.69,58.96,57.67,58.37,492599,286406,,0.01137159
07-10-2019,58.02,59.68,58.02,58.35,460232,293004,,-0.0003427
08-10-2019,58.47,58.92,57.38,58.24,437430,301484,,-0.001886955
09-10-2019,58.02,59.35,57.91,58.32,410921,310354,,0.001372684
10-10-2019,58.04,59.6,57.8,59.1,392306,319289,,0.013285837
11-10-2019,59.53,60.69,59.21,60.51,374051,328716,,0.023577716
14-10-2019,60.69,60.73,58.5,59.35,357778,338795,,-0.01935652
15-10-2019,59.3,59.68,58,58.74,352392,349855,,-0.010331195
16-10-2019,58.9,59.75,58.36,59.42,342843,363052,,0.011509944
17-10-2019,58.99,60.04,58.69,59.91,338225,377243,,0.008212566
18-10-2019,59.78,60.29,59.01,59.42,322185,393396,,-0.008212566
21-10-2019,59.23,59.55,58.26,58.96,299905,408899,,-0.007771622
22-10-2019,59.05,60.26,58.75,59.7,278651,391248,,0.012472773
23-10-2019,59.48,61.3,58.85,61.17,237064,372713,,0.024324853
24-10-2019,60.99,61.9,60.64,61.67,222275,354590,,0.008140716
25-10-2019,61.5,62.11,60.93,62.02,212120,335892,,0.005659325
28-10-2019,62.04,62.34,61.19,61.57,163774,316128,,-0.007282175
29-10-2019,61.61,61.98,60.66,61.59,144231,296581,,0.000324781
30-10-2019,61.6,61.93,60.45,60.61,103527,276088,,-0.016039624
31-10-2019,60.57,61.13,60.07,60.23,98606,256508,,-0.006289329
01-11-2019,59.45,61.82,59.4,61.69,511960,265702,,0.023951276
04-11-2019,61.8,62.78,61.28,62.13,508730,275766,,0.007107121
05-11-2019,62.04,63.19,61.85,62.96,508587,286179,,0.01327064
06-11-2019,62.78,63.32,61.59,61.74,513952,297586,,-0.019567585
07-11-2019,61.73,62.89,61.65,62.29,496987,308170,,0.00886888
08-11-2019,62.29,62.7,60.66,62.51,473741,318274,,0.003525645
11-11-2019,62.6,62.76,61.57,62.18,448788,328200,,-0.005293139
12-11-2019,62.11,62.85,61.82,62.06,430581,338328,,-0.001931746
13-11-2019,61.85,62.74,61.22,62.37,411797,349977,,0.004982732
14-11-2019,62.61,63.21,62.15,62.28,399847,361815,,-0.001444044
15-11-2019,62.47,63.65,61.7,63.3,383553,373244,,0.016244982
18-11-2019,63.36,63.57,61.94,62.44,360757,386376,,-0.013679234
19-11-2019,62.28,62.57,60.7,60.91,325545,398464,,-0.024808731
20-11-2019,60.94,62.8,60.3,62.4,316062,412633,,0.024167911
21-11-2019,62.22,64.03,61.92,63.97,263495,423625,,0.024848948
22-11-2019,63.62,64.27,62.98,63.39,222232,404310,,-0.009108103
25-11-2019,63.6,63.8,62.97,63.65,183478,382627,,0.004093205
26-11-2019,63.7,64.32,63.44,64.27,141533,358157,,0.009693634
27-11-2019,64.02,64.6,63.51,64.06,103840,330816,,-0.003272815
28-11-2019,63.91,64,63.19,63.87,58238,301566,,-0.002970377
29-11-2019,63.77,63.86,62.36,62.43,52144,273459,,-0.022803838
02-12-2019,60.73,62.09,60.72,60.92,560467,280905,,-0.024484401
03-12-2019,61.05,61.58,60.3,60.82,543671,288444,,-0.001642846
04-12-2019,61.08,63.51,61,63,550001,297658,,0.035216044
05-12-2019,62.97,63.91,62.75,63.39,531925,306463,,0.006171394
06-12-2019,63.41,64.88,62.83,64.39,504338,314515,,0.015652221
09-12-2019,64.29,64.5,63.61,64.25,481699,322578,,-0.002176618
10-12-2019,64.03,64.69,63.78,64.34,453918,331136,,0.001399798
11-12-2019,64,64.26,63.01,63.72,427836,338588,,-0.009683037
12-12-2019,63.9,64.85,63.87,64.2,410691,348401,,0.007504726
13-12-2019,64.56,65.79,64.5,65.22,394568,359890,,0.01576296
16-12-2019,65.05,65.66,64.88,65.34,383006,373192,,0.001838236
17-12-2019,65.31,66.24,65.12,66.1,350100,387096,,0.011564341
18-12-2019,65.84,66.43,65.56,66.17,313717,401088,,0.001058441
19-12-2019,66.19,66.78,66.03,66.54,264694,414852,,0.005576083
20-12-2019,66.56,66.72,65.7,66.14,225899,426435,,-0.006029563
23-12-2019,66.15,66.62,65.81,66.39,194739,402053,,0.003772735
24-12-2019,66.44,67.26,66.36,67.2,168949,377072,,0.012126805
26-12-2019,67.27,67.99,67.22,67.92,144884,350064,,0.010657294
27-12-2019,67.91,68.33,67.57,68.16,82183,320081,,0.003527341
30-12-2019,68.2,68.99,68.16,68.44,69571,291097,,0.004099567
31-12-2019,66.65,66.93,65.63,66,658933,302913,,-0.036302707
02-01-2020,66.41,66.58,65.72,66.25,647098,315791,,0.003780723
03-01-2020,66.28,69.5,66.22,68.6,625982,329001,,0.03485707
06-01-2020,69.35,70.74,68.21,68.91,607377,342113,,0.004508771
07-01-2020,68.63,68.75,67.65,68.27,588810,355063,,-0.009330874
08-01-2020,71.22,71.75,64.94,65.44,543176,365741,,-0.042336739
09-01-2020,66,66.1,64.56,65.37,500247,375751,,-0.001070255
10-01-2020,65.29,65.66,64.86,64.98,475981,386568,,-0.005983907
13-01-2020,65.13,65.27,63.92,64.2,436923,398050,,-0.01207632
14-01-2020,64.29,65.05,63.92,64.49,420126,410999,,0.004506962
15-01-2020,64.44,64.6,63.55,64,403419,424911,,-0.00762709
16-01-2020,64.26,64.97,63.9,64.62,390169,439659,,0.009640877
17-01-2020,64.69,65.6,64.48,64.85,359853,453990,,0.00355295
20-01-2020,65.98,66,64.92,65.2,333583,470750,,0.005382558
21-01-2020,65.26,65.35,64.06,64.59,305399,486472,,-0.009399869
22-01-2020,64.57,64.58,62.62,63.21,277090,461016,,-0.021597084
23-01-2020,62.68,62.69,61.25,62.04,222523,432711,,-0.018683178
24-01-2020,62.01,62.46,60.25,60.69,185656,403355,,-0.022000398
27-01-2020,60.23,60.49,58.5,59.32,174645,374507,,-0.022832423
28-01-2020,59.03,60.12,58.5,59.51,147971,345117,,0.003197848
29-01-2020,59.86,60.62,59.26,59.81,120025,316907,,0.005028505
30-01-2020,59.6,59.65,57.71,58.29,69273,288176,,-0.025742319
31-01-2020,59.3,59.45,57.94,58.16,58711,260358,,-0.002232719
03-02-2020,56.16,56.77,54.08,54.45,481495,263329,,-0.065914984
04-02-2020,54.33,55.65,53.69,53.96,449213,265268,,-0.009039818
05-02-2020,54.05,56.46,54.05,55.28,429817,267028,,0.024168148
06-02-2020,55.56,56.58,54.25,54.93,409084,268289,,-0.006351532
07-02-2020,55.14,55.4,54.21,54.47,384964,269963,,-0.008409556
10-02-2020,54.2,54.71,53.11,53.27,371460,272488,,-0.02227677
11-02-2020,53.62,54.69,53.6,54.01,340526,274830,,0.013795894
12-02-2020,54.41,56.36,54.39,55.79,304844,276680,,0.032425427
13-02-2020,55.75,56.83,54.96,56.34,289161,281123,,0.009810121
14-02-2020,56.41,57.53,56.15,57.32,276882,287205,,0.017244841
17-02-2020,57.29,57.7,56.83,57.67,265692,293275,,0.006087505
18-02-2020,57.35,57.83,56.3,57.75,246635,299852,,0.001386242
19-02-2020,57.6,59.4,57.51,59.12,243288,308070,,0.023445927
20-02-2020,59.31,60,58.9,59.31,207062,317256,,0.003208649
21-02-2020,59,59.25,57.73,58.5,186070,325746,,-0.013751172
24-02-2020,57.85,57.86,55.13,56.3,173944,305243,,-0.038332219
