Date,Open,High,Low,Close,CO1 Comdty - Open Interest,SMAVG (15),,
13-10-2021,83.1,83.69,82.2,83.18,480058,391680,,-0.002881154
14-10-2021,83.45,84.5,83.18,84,454674,406604,,0.009809865
15-10-2021,84.3,85.1,84.16,84.86,430442,421220,,0.010186041
18-10-2021,84.95,86.04,83.95,84.33,393633,436269,,-0.006265166
19-10-2021,84.21,85.4,83.7,85.08,374415,452185,,0.008854317
20-10-2021,85.19,85.89,83.61,85.82,340601,469600,,0.008660089
21-10-2021,85.9,86.1,83.36,84.61,312232,485540,,-0.014199617
22-10-2021,84.52,85.93,83.82,85.53,292309,464560,,0.010814729
25-10-2021,85.65,86.7,85.43,85.99,255585,441475,,0.005363819
26-10-2021,86.03,86.5,85.27,86.4,180194,413628,,0.004756665
27-10-2021,86.07,86.28,84.05,84.58,136254,384260,,-0.021289844
28-10-2021,84.21,84.59,82.32,84.32,65609,351564,,-0.003078747
29-10-2021,84.33,84.83,83.79,84.38,59812,319506,,0.000711322
01-11-2021,83.63,85.12,83.03,84.71,576332,323325,,0.003903252
02-11-2021,84.45,85.23,83.76,84.72,554606,327117,,0.000118043
03-11-2021,84.07,84.2,81.1,81.99,545135,331456,,-0.032754413
04-11-2021,81.58,84.49,80.2,80.54,538097,337017,,-0.017843333
05-11-2021,81.25,83.16,80.26,82.74,508370,342212,,0.026949206
08-11-2021,82.58,84,82.53,83.43,486170,348381,,0.008304796
09-11-2021,83.47,85.3,83.16,84.78,466287,354506,,0.016051709
10-11-2021,84.99,85.5,82.08,82.64,434747,360783,,-0.025565841
11-11-2021,82.85,83.44,81.66,82.87,417507,367801,,0.00277929
12-11-2021,82.83,82.87,81.26,82.17,400424,375009,,-0.008482843
15-11-2021,81.92,82.49,80.67,82.05,391195,384049,,-0.001461454
16-11-2021,82,83.14,81.52,82.43,366801,396490,,0.004620631
17-11-2021,82.05,82.22,79.78,80.28,338773,409991,,-0.026428924
18-11-2021,80.1,81.41,79.28,81.24,308104,426157,,0.011887213
19-11-2021,81,82.24,78.05,78.89,268949,440100,,-0.02935326
22-11-2021,78.58,80.07,77.58,79.7,228916,416939,,0.010215109
23-11-2021,79.51,82.6,78.55,82.31,193228,392847,,0.032223021
24-11-2021,81.88,83,81.74,82.25,166588,367610,,-0.000729217
25-11-2021,82.24,82.58,81.7,82.22,145036,341406,,-0.000364808
26-11-2021,81.65,81.66,72.14,72.72,111952,314978,,-0.122782132
29-11-2021,73.88,77.02,72.41,73.44,48627,285809,,0.009852296
30-11-2021,74.42,74.56,70.22,70.57,40442,257419,,-0.039863621
01-12-2021,69.8,72.87,68.14,68.87,513160,262647,,-0.024384455
02-12-2021,69.72,70.7,65.72,69.67,490969,267544,,0.011549139
03-12-2021,70.22,72.62,69.24,69.88,481079,272921,,0.003009676
06-12-2021,70.24,73.8,70.24,73.08,462716,277689,,0.044775246
07-12-2021,73.6,76.27,73.2,75.44,427361,281727,,0.031782907
08-12-2021,75.44,76.37,74.38,75.82,403483,286041,,0.005024472
09-12-2021,75.94,76.7,73.84,74.42,376356,290591,,-0.018637387
10-12-2021,73.99,75.71,73.8,75.15,355078,296333,,0.009761393
13-12-2021,75.37,76.39,74.2,74.39,330646,303115,,-0.010164592
14-12-2021,74.42,75.16,72.57,73.7,315715,311281,,-0.009318725
15-12-2021,73.25,74.58,72.5,73.88,299961,320172,,0.002439356
16-12-2021,74.47,75.61,74,75.02,281887,329295,,0.015312589
17-12-2021,74.5,74.98,72.65,73.52,261873,339290,,-0.020197267
20-12-2021,72.82,72.87,69.28,71.52,224289,351001,,-0.027580347
21-12-2021,71.88,74.27,71.24,73.98,202163,361782,,0.033817656
22-12-2021,74.05,75.67,73.62,75.29,172645,339081,,0.017552537
23-12-2021,75.47,77,74.78,76.85,151268,316435,,0.020508146
24-12-2021,76.72,76.79,75.75,76.14,145842,294086,,-0.009281719
27-12-2021,76.32,79.08,75.75,78.6,130576,271943,,0.031797948
28-12-2021,78.67,79.85,78.48,78.94,118016,251320,,0.004316371
29-12-2021,79.28,80.17,78.13,79.23,75498,229454,,0.003666945
30-12-2021,79.19,79.66,78.5,79.32,67049,208834,,0.001135289
31-12-2021,78.81,79.68,77.55,77.78,547197,221642,,-0.019605975
03-01-2022,78.11,79.28,77.04,78.98,536598,235372,,0.015310327
04-01-2022,78.91,80.55,78.62,80,526516,249425,,0.012831979
05-01-2022,80.07,81.5,79.51,80.8,519225,264043,,0.009950331
06-01-2022,80.22,82.83,79.61,81.99,515259,279601,,0.014620323
07-01-2022,82,83,81.42,81.75,483133,294352,,-0.002931479
10-01-2022,81.76,82.3,80.5,80.87,459239,310015,,-0.010822883
11-01-2022,81.08,83.98,80.89,83.72,435141,325547,,0.03463497
12-01-2022,83.78,85.21,83.52,84.67,407459,341201,,0.01128345
13-01-2022,84.87,85.1,83.79,84.47,396382,357542,,-0.002364906
14-01-2022,84.12,86.5,83.99,86.06,382966,373350,,0.018648286
17-01-2022,86.15,86.71,85.54,86.48,373776,389564,,0.004868446
18-01-2022,86.47,88.66,86.44,87.51,341216,404444,,0.011839899
19-01-2022,88.65,89.17,87.61,88.44,321125,420819,,0.010571283
20-01-2022,87.89,89.5,87.05,88.38,296361,436106,,-0.000678656
21-01-2022,86.75,88.23,85.71,87.89,266645,417403,,-0.005559667
24-01-2022,87.93,88.9,85.04,86.27,235846,397353,,-0.018604119
25-01-2022,86.76,88.37,86.2,88.2,207496,376085,,0.02212505
26-01-2022,87.95,90.47,87.79,89.96,141749,350920,,0.019758164
27-01-2022,89.7,91.04,89,89.34,108843,323825,,-0.006915811
28-01-2022,89.98,91.7,89.41,90.03,57444,295446,,0.007693632
31-01-2022,90.8,91.48,90.61,91.21,54771,268481,,0.013021592
01-02-2022,89.62,89.96,87.72,89.16,482096,271612,,-0.022732032
02-02-2022,89.48,90.52,88.28,89.47,474215,276062,,0.003470865
03-02-2022,89.07,91.3,88.02,91.11,468513,280871,,0.018164194
04-02-2022,91.3,93.7,91.2,93.27,457487,285839,,0.023430945
07-02-2022,92.75,94,92.13,92.69,427059,289391,,-0.006237921
08-02-2022,92.63,92.93,89.93,90.78,404008,293577,,-0.020821595
09-02-2022,91.08,92.09,90.05,91.55,380475,297534,,0.008446274
10-02-2022,91.75,93.1,90.88,91.41,366798,302230,,-0.001530389
11-02-2022,91.17,95.66,90.51,94.44,362403,308614,,0.032609831
14-02-2022,95.2,96.78,93.44,96.48,334871,315215,,0.021371021
15-02-2022,95.81,96.26,92.06,93.28,315772,322434,,-0.03373001
16-02-2022,93.49,96.07,91.11,94.81,286115,332058,,0.016269166
17-02-2022,92.2,94.5,92.14,92.97,269713,342783,,-0.019598028
18-02-2022,92.73,94.15,90.12,93.54,252453,355783,,0.006112292
21-02-2022,94.29,97.4,92.57,95.39,237072,367937,,0.019584599
22-02-2022,96.55,99.5,95.8,96.84,199955,349127,,0.015086381
23-02-2022,96.65,98.71,95.81,96.84,146383,327272,,0
24-02-2022,98.08,105.79,97.56,99.08,105781,303090,,0.022867473
25-02-2022,100.69,101.99,96,97.93,66725,277039,,-0.011674667
28-02-2022,101.98,105.07,99.64,100.99,59875,252560,,0.030768564
01-03-2022,98.43,107.67,98.3,104.97,462740,256475,,0.038653093
02-03-2022,107.34,115.11,106.83,112.93,436016,260178,,0.073093563
03-03-2022,115.27,119.84,109.4,110.46,408473,262956,,-0.022114693
04-03-2022,114.23,118.98,109.62,118.11,395912,265190,,0.066962929
07-03-2022,122.79,139.13,119.04,123.21,371643,267642,,0.042273823
08-03-2022,124.56,133.15,121.31,127.98,346114,269665,,0.037983785
09-03-2022,130.28,131.64,105.6,111.14,319668,271902,,-0.141083334
10-03-2022,112.65,118.36,109,109.33,291068,273325,,-0.016419836
11-03-2022,110.26,113.91,107.13,112.67,258950,273758,,0.030092361
14-03-2022,113.15,113.15,103.49,106.9,248236,274503,,-0.052569374
15-03-2022,105.34,105.71,97.44,99.91,236360,276930,,-0.067624037
16-03-2022,99.14,103.7,96.93,98.02,222194,281984,,-0.019098241
17-03-2022,98.61,107.5,97.75,106.64,216650,289375,,0.084287136
18-03-2022,106.8,109.59,105.78,107.93,208594,298833,,0.012024193
21-03-2022,107.5,116.8,107.06,115.62,197616,308016,,0.068826083
22-03-2022,117.04,119.48,112.64,115.48,187166,289644,,-0.001211597
23-03-2022,114.7,122.34,114.45,121.6,174767,272227,,0.051639615
24-03-2022,121.56,123.74,116.93,119.03,162668,255840,,-0.021361407
25-03-2022,118.88,120.92,115.16,120.65,150041,239449,,0.01351823
28-03-2022,119.9,119.9,109.06,112.48,118000,222539,,-0.070118364
29-03-2022,110.1,114.83,104.84,110.23,93596,205705,,-0.020206336
30-03-2022,112,114.8,110.74,113.45,57746,188243,,0.028793119
31-03-2022,112.81,112.94,106.5,107.91,53949,172436,,-0.050064665
01-04-2022,105.25,106.24,102.35,104.39,409905,182499,,-0.033163661
04-04-2022,104.08,108.68,102.89,107.53,403018,192818,,0.029635993
05-04-2022,108.51,109.9,104.53,106.64,392446,203224,,-0.008311203
06-04-2022,105.7,108.67,100.54,101.07,379570,213715,,-0.05364533
07-04-2022,101.78,103.59,98.41,100.58,357599,223112,,-0.004859915
08-04-2022,101.42,103.3,99.65,102.78,329147,231149,,0.021637351
11-04-2022,103.21,103.3,97.57,98.48,301860,238099,,-0.0427373
12-04-2022,99.35,105.6,98.9,104.64,279813,244275,,0.060672406
13-04-2022,105.44,109,104.06,108.78,256357,249714,,0.038801606
14-04-2022,108.29,112.39,106.63,111.7,243322,255091,,0.026489212
18-04-2022,112.32,114.84,110.71,113.16,237604,260929,,0.01298604
19-04-2022,112.85,114.21,106.74,107.25,222490,267895,,-0.053640189
20-04-2022,108.1,109,104.65,106.8,198484,274887,,-0.004204631
21-04-2022,107.07,109.8,106.76,108.33,178922,282966,,0.014224197
22-04-2022,108.26,108.76,105.54,106.65,169132,290645,,-0.015629679
25-04-2022,105.49,105.85,99.48,102.32,153561,273555,,-0.041447288
26-04-2022,102.53,106.2,101.08,104.99,93033,252889,,0.02575995
27-04-2022,105.45,106.33,103.27,105.32,79832,232048,,0.003138227
28-04-2022,104.96,108,103.29,107.59,54374,210369,,0.021324372
29-04-2022,107.55,110.3,107,109.34,52440,190025,,0.016134587
02-05-2022,106.3,108.46,103.1,107.58,468811,199336,,-0.016227537
03-05-2022,107.61,108.32,104.62,104.97,461554,209982,,-0.024560162
04-05-2022,105.91,111,105.46,110.14,453309,221548,,0.048077689
05-05-2022,110.55,114,109.2,110.9,433225,233340,,0.006876611
06-05-2022,111.27,113.5,109.87,112.39,407120,244259,,0.013346071
09-05-2022,112.94,113.2,105,105.94,374501,253386,,-0.059102069
10-05-2022,105.5,106.96,101.54,102.46,341218,261301,,-0.033400418
11-05-2022,101.51,108.29,101.3,107.51,315779,269121,,0.048111388
12-05-2022,107.67,108.71,104.69,107.45,301664,277304,,-0.000558243
13-05-2022,108.25,111.69,107.79,111.55,287014,285162,,0.037447298
16-05-2022,111.67,114.79,108.84,114.24,278194,293471,,0.023828578
17-05-2022,114.42,115.69,111.09,111.93,267329,305091,,-0.020427823
18-05-2022,112.91,114.15,108.35,109.11,265675,317480,,-0.025517128
19-05-2022,108.22,112.31,105.7,112.04,258039,331058,,0.026499403
20-05-2022,111.45,113.23,110.52,112.55,250157,344239,,0.004541617
23-05-2022,112.85,114.34,111.86,113.42,227626,328160,,0.007700175
24-05-2022,112.79,114.63,111.7,113.56,215036,311726,,0.001233589
25-05-2022,114.12,115.3,113.01,114.03,185256,293856,,0.00413024
26-05-2022,114.35,118,113.85,117.4,153963,275238,,0.029125336
27-05-2022,117.52,119.72,116.63,119.43,131494,256863,,0.017143518
30-05-2022,119.28,122.01,118.98,121.67,102414,238724,,0.018582036
31-05-2022,122.2,125.28,121.6,122.84,94688,222289,,0.009570234
01-06-2022,116.08,118.57,115.4,116.29,411608,228677,,-0.054795624
02-06-2022,115.02,118.46,112.45,117.61,403485,235465,,0.011286995
03-06-2022,118.22,121.45,116.02,119.72,396588,242770,,0.017781617
06-06-2022,121.55,121.95,118.77,119.51,394876,250549,,-0.001755633
07-06-2022,119.94,121.37,118.55,120.57,376862,257851,,0.008830447
08-06-2022,120.65,124.4,120.45,123.58,364741,264456,,0.024658223
09-06-2022,123.6,124.34,122.5,123.07,349020,270521,,-0.00413542
10-06-2022,122.89,124.33,119.81,122.01,327032,275646,,-0.008650291
13-06-2022,121.94,123.7,118.93,122.27,320782,281856,,0.002128706
14-06-2022,121.88,125.19,118.91,121.17,301769,287639,,-0.009037196
15-06-2022,120.79,121.88,117.75,118.51,289674,294600,,-0.022197173
16-06-2022,119.65,120.29,115.56,119.81,269050,302272,,0.010909809
17-06-2022,119.13,121.25,111.72,113.12,240632,309548,,-0.057457953
20-06-2022,113.88,114.5,111.52,114.13,222791,317573,,0.008888947
21-06-2022,114.21,116.25,114.02,114.65,202102,324734,,0.00454586
22-06-2022,114.4,114.45,107.03,111.74,182666,309471,,-0.025709265
23-06-2022,109.58,112.7,108.04,110.05,163315,293460,,-0.015239936
24-06-2022,110.04,114,109.24,113.12,148821,276942,,0.027514394
27-06-2022,112.92,116.08,111.26,115.09,113734,258199,,0.017265229
28-06-2022,115.74,118.27,115.72,117.98,89825,239064,,0.024800688
29-06-2022,117.96,120.41,115.2,116.26,60110,218755,,-0.014686056
30-06-2022,116.01,116.67,114.22,114.81,57719,199335,,-0.012550474
01-07-2022,109.49,112.45,108.03,111.63,419711,205513,,-0.028088757
04-07-2022,111.65,114,110.4,113.5,412777,211646,,0.016613006
05-07-2022,113.54,114.75,101.1,102.77,378943,216791,,-0.099309355
06-07-2022,104.88,105.85,98.5,100.69,369819,222134,,-0.020446992
07-07-2022,100.14,106.35,98.5,104.65,354363,227822,,0.038574959
08-07-2022,104.65,107.47,103.67,107.02,336296,234199,,0.022394284
11-07-2022,107,107.7,103.64,107.1,313648,240257,,0.000747245
12-07-2022,106.25,106.56,98.9,99.49,291795,246236,,-0.073705841
13-07-2022,98.5,101.21,98.28,99.57,273590,252298,,0.000803778
14-07-2022,99.43,100.39,94.5,99.1,271486,259509,,-0.004731473
15-07-2022,99.91,102.64,98.17,101.16,258463,266819,,0.02057398
18-07-2022,100.82,106.48,99.46,106.27,257953,276433,,0.049279604
19-07-2022,105.74,107.61,103.6,107.35,246784,286897,,0.010111499
20-07-2022,107.07,107.45,105.08,106.92,246509,299324,,-0.004013633
21-07-2022,106.49,106.78,101.5,103.86,231383,310901,,-0.029037053
22-07-2022,103.86,105.72,101.9,103.2,209495,296887,,-0.006374985
25-07-2022,103.85,105.38,101.64,105.15,177166,281180,,0.018719049
26-07-2022,104.73,107.34,103.99,104.4,137768,265101,,-0.007158227
27-07-2022,104.75,107.86,103.73,106.62,105012,247447,,0.021041436
28-07-2022,107.31,109.06,106,107.14,51793,227276,,0.004865279
29-07-2022,108,110.67,106.9,110.01,45140,207866,,0.02643488
01-08-2022,103.92,104.43,99.09,100.03,388342,212845,,-0.09510113
02-08-2022,99.87,102.41,98.49,100.54,374971,218390,,0.005085517
03-08-2022,99.73,102.41,96.5,96.78,353650,223728,,-0.038115297
04-08-2022,97.1,97.66,93.2,94.12,358931,229557,,-0.027869798
05-08-2022,93.65,96.4,92.78,94.92,339691,234973,,0.008463868
08-08-2022,94.51,96.82,93.01,96.65,325129,239451,,0.018061774
09-08-2022,96.36,98.4,94.9,96.31,308170,243543,,-0.00352405
10-08-2022,96.34,97.97,93.63,97.4,295855,246833,,0.011254055
11-08-2022,97.04,100.17,96.63,99.6,282667,250252,,0.022335954
12-08-2022,99.33,100.38,96.94,98.15,271289,254372,,-0.014665244
15-08-2022,97.72,98.17,92.78,95.1,270582,260599,,-0.031567951
16-08-2022,94.01,95.95,91.71,92.34,260011,268749,,-0.029451552
17-08-2022,92.67,94.48,91.51,93.65,236535,277517,,0.014087012
18-08-2022,93.29,97.42,93.05,96.59,209493,288030,,0.030910787
19-08-2022,96.68,97.88,94.25,96.72,191823,297809,,0.00134499
22-08-2022,95.95,97.28,92.36,96.48,170660,283297,,-0.002484473
23-08-2022,96.78,100.45,96.53,100.22,161424,269061,,0.038032037
24-08-2022,100.19,101.9,99.1,101.22,139529,254786,,0.009928596
25-08-2022,101.73,102.47,99.12,99.34,123376,239082,,-0.018748056
26-08-2022,99.83,101.21,98.1,100.99,98292,222989,,0.016473192
29-08-2022,100.67,105.48,100.16,105.09,78848,206570,,0.039795624
30-08-2022,104.9,105.45,97.55,99.31,52925,189554,,-0.056570855
31-08-2022,99.79,100.46,95.44,96.49,49715,173145,,-0.028806895
01-09-2022,95.18,95.68,91.81,92.36,391247,180383,,-0.043745392
02-09-2022,92.66,95.32,92.65,93.02,385625,188006,,0.007120539
05-09-2022,93.02,96.99,93.02,95.74,388416,195861,,0.02882166
06-09-2022,95.19,95.94,92.3,92.83,362798,202714,,-0.030866321
07-09-2022,92.81,93.8,87.4,88,351728,210393,,-0.053433049
08-09-2022,87.7,89.83,87.24,89.15,329021,218362,,0.01298353
09-09-2022,88.62,93.12,88.6,92.84,303541,225810,,0.040557237
12-09-2022,92.54,95.17,91.21,94,264266,232050,,0.012417201
13-09-2022,94.31,95.53,91.05,93.17,248360,237846,,-0.008869001
14-09-2022,93.4,95.8,91.93,94.1,238817,244465,,0.009932265
15-09-2022,94.65,94.66,90.03,90.84,219752,250890,,-0.035258329
16-09-2022,90.51,92.66,90.25,91.35,204984,258003,,0.005598566
19-09-2022,91.43,92.57,88.5,92,191755,265530,,0.007090294
20-09-2022,92.15,93.05,89.8,90.62,175704,273715,,-0.015113638
21-09-2022,90.74,93.5,89.3,89.83,166801,281521,,-0.008755944
22-09-2022,89.99,92.81,89.3,90.46,155212,265785,,0.006988769
23-09-2022,90.46,90.84,85.5,86.15,149874,250069,,-0.048817801
26-09-2022,86.62,87.65,83.65,84.06,134389,233133,,-0.024559133
27-09-2022,84.05,87.15,84.01,86.27,104106,215887,,0.025951084
28-09-2022,86.14,89.47,84.26,89.32,85110,198113,,0.034743514
29-09-2022,88.97,90.12,87.33,88.49,58364,180069,,-0.009335876
30-09-2022,88.53,89.8,87.69,87.96,56219,163581,,-0.006007386
03-10-2022,86.35,89.82,86.35,88.86,445420,175658,,0.010179932
04-10-2022,88.81,92.4,88.78,91.8,445516,188802,,0.0325502
05-10-2022,91.89,93.96,90.76,93.37,437941,202076,,0.016957797
06-10-2022,93.71,94.98,92.72,94.42,428432,215988,,0.011182821
07-10-2022,94.71,98.58,93.94,97.92,423722,230571,,0.036397904
10-10-2022,98.75,98.75,95.6,96.19,406234,244870,,-0.017825417
11-10-2022,95.93,96.46,93.11,94.29,391739,259272,,-0.019950263
12-10-2022,93.72,95.17,91.56,92.45,376228,273234,,-0.019707182
13-10-2022,92.49,94.92,91.08,94.57,356533,286655,,0.022672343
14-10-2022,94.53,95.11,91.28,91.63,345757,299714,,-0.031581572
17-10-2022,91.71,93.21,90.83,91.62,342522,313590,,-0.000109141
18-10-2022,91.99,92.66,88.77,90.03,338211,329197,,-0.01750664
19-10-2022,90.79,92.85,89.32,92.41,323850,345113,,0.02609225
20-10-2022,92.4,94.77,91.91,92.38,300271,361240,,-0.000324693
21-10-2022,92.45,93.8,91,93.5,274499,375792,,0.012050931
24-10-2022,93.59,94.4,91.22,93.26,243484,362329,,-0.002570145
25-10-2022,93.47,94.38,91.62,93.52,227246,347778,,0.002784026
26-10-2022,92.91,96.25,92.06,95.69,181678,330694,,0.022938483
27-10-2022,96.05,97.27,95.07,96.96,159072,312736,,0.013184723
28-10-2022,96.58,96.89,94.96,95.77,103996,291421,,-0.012349039
31-10-2022,96.47,96.47,94.25,94.83,97204,270819,,-0.009863669
01-11-2022,92.67,95.55,92.33,94.65,446016,274438,,-0.001899937
02-11-2022,94.85,96.5,94.01,96.16,441657,278800,,0.015827593
03-11-2022,95.36,95.98,94.19,94.67,426993,283497,,-0.015616311
04-11-2022,94.58,98.81,94.33,98.57,426884,288906,,0.040369796
07-11-2022,97.31,99.56,96.5,97.92,406555,293174,,-0.006616137
08-11-2022,98.24,98.3,95,95.36,386387,296386,,-0.026491615
09-11-2022,95.17,95.65,92.33,92.65,368749,299379,,-0.028830251
10-11-2022,92.53,94.32,91.73,93.67,360227,303376,,0.010949014
11-11-2022,93.84,96.92,93.69,95.99,347843,308266,,0.024466052
14-11-2022,95.87,96.95,92.5,93.14,324210,313648,,-0.030140282
15-11-2022,92.59,95.77,91.53,93.86,291201,317911,,0.007700573
16-11-2022,94.11,94.79,91.67,92.86,264988,323465,,-0.010711328
17-11-2022,92.73,92.91,89.53,89.78,252040,329663,,-0.033730749
18-11-2022,90.1,90.63,85.8,87.62,229469,338028,,-0.024352951
21-11-2022,87.74,87.98,82.31,87.45,199478,344846,,-0.001942081
22-11-2022,87.76,89.9,87.35,88.36,182925,327307,,0.010352177
23-11-2022,88.47,89.56,84.12,85.41,174296,309483,,-0.033956189
24-11-2022,85.04,85.54,83.9,85.34,160225,291698,,-0.000819912
25-11-2022,85.5,86.87,83.59,83.63,141051,272643,,-0.02024097
28-11-2022,83.58,84.1,80.61,83.19,115677,253251,,-0.005275159
29-11-2022,82.41,86,82.39,83.03,79391,232785,,-0.00192516
30-11-2022,83.77,85.67,83.61,85.43,76053,213272,,0.028495339
01-12-2022,86.78,89.37,86.26,86.88,387539,215092,,0.016830529
02-12-2022,86.9,87.91,85.16,85.57,367550,216406,,-0.015193102
05-12-2022,85.73,88.44,82.52,82.68,356416,218553,,-0.03435702
06-12-2022,83.28,83.69,78.7,79.35,353789,222726,,-0.041109288
07-12-2022,79.76,80.49,76.91,77.17,342732,227909,,-0.027857667
08-12-2022,77.46,79.17,75.74,76.15,321966,232570,,-0.013305701
09-12-2022,76.63,77.48,75.11,76.1,305101,237613,,-0.000656814
12-12-2022,76.88,78.59,75.26,77.99,285950,243377,,0.024532348
13-12-2022,78.13,81.28,78.1,80.68,257029,248318,,0.0339101
14-12-2022,80.35,83.15,80.11,82.7,236838,252487,,0.024728889
15-12-2022,82.76,83.18,80.83,81.21,223032,256674,,-0.01818121
16-12-2022,81.32,81.78,78.29,79.04,205212,260952,,-0.027084339
19-12-2022,79.21,80.87,78.6,79.8,189135,265849,,0.009569451
20-12-2022,80.25,80.89,78.28,79.99,179297,272509,,0.002378122
21-12-2022,79.94,82.52,79.55,82.2,157477,277938,,0.027253675
22-12-2022,82.52,83.85,80.67,80.98,126132,260510,,-0.014953091
23-12-2022,81.69,84.12,81.29,83.92,107927,243202,,0.035661753
27-12-2022,84.5,85.6,83.65,84.33,84962,225105,,0.004873709
28-12-2022,84.6,84.76,81.92,83.26,51093,204926,,-0.012769432
29-12-2022,82.88,83.14,81.28,82.26,46877,185202,,-0.012083279
30-12-2022,83.71,86,82.88,85.91,433320,192625,,0.043415274
02-01-2023,,,,85.91,433318,201173,,0
03-01-2023,85.96,87,81.78,82.1,421266,210194,,-0.04536222
04-01-2023,82.31,82.72,77.72,77.84,402184,219871,,-0.053282579
05-01-2023,78.16,79.97,77.61,78.69,389299,230035,,0.010860645
06-01-2023,78.8,80.59,78.05,78.57,382520,240668,,-0.001526135
09-01-2023,78.42,81.37,78.42,79.65,362478,251152,,0.013652089
10-01-2023,79.54,80.89,78.81,80.1,344044,261480,,0.005633818
11-01-2023,79.52,83,79.31,82.67,318352,270750,,0.031580925
12-01-2023,82.88,84.62,82.37,84.03,302701,280432,,0.016317099
13-01-2023,83.91,85.5,83.5,85.28,289266,291307,,0.014766082
16-01-2023,85.36,85.59,83.83,84.46,282405,302939,,-0.009661911
17-01-2023,84.2,86.82,84.04,85.92,260516,314643,,0.017138581
18-01-2023,86.45,87.85,84.36,84.98,253234,328119,,-0.011000696
19-01-2023,84.34,86.85,83.76,86.16,246649,341437,,0.013790098
20-01-2023,86.42,87.79,85.58,87.63,231950,328012,,0.016917372
23-01-2023,87.7,89.09,86.92,88.19,220862,313848,,0.006370173
24-01-2023,88.07,88.71,85.8,86.13,194785,298750,,-0.023635795
25-01-2023,86.28,87,85.41,86.12,173763,283522,,-0.00011611
26-01-2023,86.35,88.01,85.74,87.47,153301,267788,,0.015554205
27-01-2023,87.65,88.95,85.69,86.66,121642,250397,,-0.009303461
30-01-2023,86.88,87.48,84.66,84.9,94793,232551,,-0.020518323
31-01-2023,85.18,85.25,83.73,84.49,89902,215608,,-0.004840909
01-02-2023,85.56,86.21,82.37,82.84,487095,226858,,-0.019722148
02-02-2023,83.34,83.61,81.25,82.17,478407,238571,,-0.008120765
03-02-2023,82.27,84.2,79.62,79.94,460107,249961,,-0.027513919
06-02-2023,79.61,81.43,79.1,80.99,447551,260970,,0.013049337
07-02-2023,81.26,84.13,81.19,83.69,430872,272328,,0.032793806
08-02-2023,84.11,85.15,83.51,85.09,421498,283545,,0.016590024
09-02-2023,84.96,85.5,83.05,84.5,405487,294134,,-0.006957985
10-02-2023,84.22,86.9,83.93,86.39,389746,304654,,0.022120394
13-02-2023,86.51,86.95,85.1,86.61,373163,314807,,0.002543354
14-02-2023,85.83,86.42,84.13,85.58,363414,326049,,-0.011963671
15-02-2023,85.2,85.85,83.88,85.38,353737,338048,,-0.00233973
16-02-2023,85.27,86.21,84.6,85.14,333637,350070,,-0.002814921
17-02-2023,84.6,84.87,81.8,83,308511,362528,,-0.025456353
20-02-2023,83.15,84.3,82.73,84.07,286793,375328,,0.012809177
21-02-2023,83.86,84.2,82.56,83.05,249276,385953,,-0.012206949
22-02-2023,82.78,83.25,80.43,80.6,207592,367319,,-0.029944187
23-02-2023,80.48,82.77,80.4,82.21,178307,347313,,0.0197783
24-02-2023,82.49,83.39,81.07,83.16,140372,325997,,0.011489514
27-02-2023,83.19,83.6,81.73,82.45,104295,303113,,-0.008574414
28-02-2023,82.3,84.15,82.19,83.89,99088,280994,,0.017314368
01-03-2023,83.05,84.49,82.61,84.31,491516,285662,,0.004994065
02-03-2023,84.31,85.1,83.83,84.75,484129,290905,,0.005205264
03-03-2023,84.61,86,82.36,85.83,472464,296420,,0.012662849
06-03-2023,85.83,86.35,84.34,86.18,467381,302701,,0.004069536
07-03-2023,86.23,86.75,82.83,83.29,455442,308836,,-0.034109638
08-03-2023,83.03,83.59,82.06,82.66,428724,313835,,-0.007592685
09-03-2023,82.55,84,81.42,81.59,407376,318751,,-0.013029104
10-03-2023,81.47,83.11,80.73,82.78,389518,324152,,0.014479781
13-03-2023,82.6,83.48,78.34,80.77,351346,328455,,-0.024580877
14-03-2023,80.54,80.92,76.89,77.45,332159,333981,,-0.041973043
15-03-2023,77.82,78.73,71.67,73.69,309852,340798,,-0.049765462
16-03-2023,74.3,75.54,71.86,74.7,308194,349457,,0.013612987
17-03-2023,74.7,75.92,71.4,72.97,293179,359644,,-0.023431694
20-03-2023,73.01,73.87,70.12,73.79,269837,370680,,0.011174823
21-03-2023,73.64,75.42,72.82,75.32,252014,380875,,0.020522483
22-03-2023,75.15,77.12,74.5,76.69,233884,363700,,0.018025618
23-03-2023,75.87,77.44,75.12,75.91,207713,345272,,-0.010222894
24-03-2023,75.53,76.32,72.68,74.99,186614,326216,,-0.012193657
27-03-2023,75,78.42,74.8,78.12,170163,306401,,0.040891335
28-03-2023,78.23,79.2,77.54,78.65,134827,285027,,0.006761523
29-03-2023,78.97,79.68,77.94,78.28,110731,263827,,-0.004715487
30-03-2023,78.23,79.55,77.86,79.27,66371,241093,,0.012567604
31-03-2023,79.19,79.8,78.54,79.77,64337,219415,,0.006287747
03-04-2023,86,86.44,83.5,84.93,509376,229950,,0.062679894
04-04-2023,84.89,86.04,83.82,84.94,496641,240916,,0.000117737
05-04-2023,85.22,85.54,84.01,84.99,497025,253394,,0.000588478
06-04-2023,84.89,85.45,84.05,85.12,476677,264626,,0.001528423
